,mass,feh,radius,Teff,lum,grav,numax,e_Teff,e_lum,e_feh,e_numax,fDnu_1.70,e_fDnu_1.70,fDnu_2.30,e_fDnu_2.30,fDnu_0.25,e_fDnu_0.25,fDnu_0.29,e_fDnu_0.29,fDnu,e_fDnu
32,1.4,0.4,2.0611226929093287,5955.710647452409,4.8149052429181936,0.3295492638847115,1002.9128923997692,142.9370555388578,0.09629810485836388,0.1,20.058257847995385,1.0124652310110298,0.004754807262612015,1.0192247427718815,0.003010693270880549,1.0165065043404484,0.003440333490720149,1.0115975942011395,0.006655869503331413,1.0151037581473716,0.0070065148042639525
33,1.4,0.4,3.0456070188326927,4888.558296648361,4.772177834764417,0.1509316453123679,506.99020658554156,117.32539911956066,0.09544355669528834,0.1,10.13980413171083,0.9975716853153296,0.003503097529682364,0.9916987499008761,0.0010454927735190078,0.9927150553828314,0.0038766618218835647,0.995548376618746,0.01119626342641833,0.9943069755155013,0.009748444874898676
34,1.4,0.4,4.888061766943779,4662.275277035548,10.16976025228146,0.05859420489606669,201.54191114524087,111.89460664885316,0.2033952050456292,0.1,4.030838222904817,0.9828255187610807,0.0015276975437112372,0.978274930171131,0.0016213288007376758,0.980963244855283,0.0021438165380582297,0.9816831139662481,0.0024102551877363543,0.9815298057036549,0.0024672708749639005
35,1.4,0.4,7.018942712792687,4523.834428926019,18.5872823951141,0.028417419608757627,99.22953415808637,108.57202629422447,0.37174564790228204,0.1,1.9845906831617273,0.9741172623510841,0.002125809043912852,0.966850133428178,0.0017531006675905458,0.9702979977016528,0.0032006309198966965,0.9716871012839505,0.0029885839567979078,0.9712917712227409,0.0036895443628519042
36,1.8,-0.4,1.3003995513458888,9909.229647819362,14.687872403448736,1.0644343550334399,2511.3578427976645,237.8215115476647,0.29375744806897475,0.1,50.22715685595329,0.8666189722846322,0.0045282133159077476,0.8655128055627842,0.002645368563017614,0.8659648756273488,0.002295186818414785,0.8627590895012719,0.0036930249090594836,0.864963380721657,0.00377784491606431
37,1.8,-0.4,1.467157327174824,9668.680735741122,16.94602914031826,0.8362172675672633,1997.3086579093076,232.04833765778693,0.3389205828063652,0.1,39.946173158186156,0.8729488790125032,0.004973329852846042,0.8708822494590693,0.002986405063462483,0.8727814543856691,0.0030127391507697165,0.8676854042651246,0.003825190509019083,0.8703043690600417,0.00436294487532779
38,1.8,-0.4,2.1311946813972145,8651.265579679113,22.9197839961461,0.39630199424508045,1000.6820251289108,207.63037391229872,0.458395679922922,0.1,20.013640502578216,0.8957493161912199,0.00479977725030184,0.8958303825484848,0.0045009653771779234,0.8965934973542716,0.002865476100550046,0.8919221868472543,0.0028614142085802707,0.8953154577697434,0.004454243420116355
39,1.8,-0.4,3.055920861209698,7941.019114011825,33.45298435816532,0.19274729803111235,507.99547202438316,190.5844587362838,0.6690596871633063,0.1,10.159909440487663,0.9195896487096143,0.00547891426852376,0.9171197089384961,0.004922967854507632,0.9187999059488701,0.002969187257887307,0.9118498323756975,0.0023778950178171554,0.9173273592941966,0.005784232680108026
40,1.8,-0.4,5.361885955986465,5305.219976312225,20.516081979600994,0.06260908545088502,201.8809431621961,127.32527943149341,0.4103216395920199,0.1,4.037618863243922,1.01494955781831,0.004751236244925794,0.9879480926044698,0.005072215108861855,1.017002106822552,0.02052190769238288,1.0124932074637847,0.01276778637741266,1.009719703791827,0.017404234063035595
41,1.8,-0.4,7.630245399125924,5049.216717836821,34.08935255561413,0.030916868142052557,102.18641219949156,121.18120122808371,0.6817870511122825,0.1,2.043728243989831,0.9885220155777249,0.005327138603492043,0.9720030039664787,0.002241486056198172,0.977145193024821,0.009747158091095942,0.979820685512183,0.011739065186461062,0.9792778847378637,0.012155880915157014
