index, star_mass, Xinit, Yinit, Zinit, amlt, fov_shell, fov0_shell, fov_core, fov0_core
7283, 1.27485, 0.73248259, 0.23351013, 0.03400728, 2.635016, 0.006041, 0.003020, 0.001399, 0.000699
7284, 1.47485, 0.69515186, 0.29601013, 0.00883801, 1.410016, 0.006041, 0.003020, 0.006469, 0.003235
7285, 2.27485, 0.70368036, 0.24601013, 0.05030951, 2.110016, 0.006041, 0.003020, 0.016162, 0.008081
7286, 1.87485, 0.72510234, 0.27101013, 0.00388753, 2.460016, 0.006041, 0.003020, 0.014440, 0.007220
7287, 1.07485, 0.75619136, 0.22101013, 0.02279850, 1.760016, 0.006041, 0.003020, 0.000000, 0.000000
7288, 0.97485, 0.74279795, 0.25226013, 0.00494192, 2.547516, 0.006041, 0.003020, 0.000000, 0.000000
7289, 1.77485, 0.67257664, 0.30226013, 0.02516323, 1.847516, 0.006041, 0.003020, 0.013229, 0.006614
7290, 2.17485, 0.77057794, 0.22726013, 0.00216193, 1.497516, 0.006041, 0.003020, 0.015991, 0.007996
7291, 1.37485, 0.71151430, 0.27726013, 0.01122557, 2.197516, 0.006041, 0.003020, 0.003760, 0.001880
7292, 1.17485, 0.73207700, 0.26476013, 0.00316287, 1.672516, 0.006041, 0.003020, 0.000000, 0.000000
7293, 1.97485, 0.66898655, 0.31476013, 0.01625332, 2.372516, 0.006041, 0.003020, 0.015220, 0.007610
7294, 1.57485, 0.75252997, 0.23976013, 0.00770989, 2.022516, 0.006041, 0.003020, 0.009159, 0.004580
7295, 0.77485, 0.67154952, 0.28976013, 0.03869035, 1.322516, 0.006041, 0.003020, 0.000000, 0.000000
7296, 0.79985, 0.76524040, 0.23194763, 0.00281197, 2.613141, 0.006041, 0.003020, 0.000000, 0.000000
7297, 1.59985, 0.70351501, 0.28194763, 0.01453736, 1.913141, 0.006041, 0.003020, 0.009784, 0.004892
7298, 1.99985, 0.73663342, 0.25694763, 0.00641894, 1.563141, 0.006041, 0.003020, 0.015364, 0.007682
7299, 1.19985, 0.66067795, 0.30694763, 0.03237442, 2.263141, 0.006041, 0.003020, 0.000000, 0.000000
7300, 1.39985, 0.75130103, 0.24444763, 0.00425134, 1.738141, 0.006041, 0.003020, 0.004417, 0.002209
7301, 2.19985, 0.68379346, 0.29444763, 0.02175891, 2.438141, 0.006041, 0.003020, 0.016043, 0.008021
7302, 1.79985, 0.72881325, 0.26944763, 0.00173912, 2.088141, 0.006041, 0.003020, 0.013579, 0.006790
7303, 0.99985, 0.67154112, 0.31944763, 0.00901124, 1.388141, 0.006041, 0.003020, 0.000000, 0.000000
7304, 1.09985, 0.70418771, 0.28819763, 0.00761466, 2.175641, 0.006041, 0.003020, 0.000000, 0.000000
7305, 1.89985, 0.71813394, 0.23819763, 0.04366843, 1.475641, 0.006041, 0.003020, 0.014670, 0.007335
7306, 2.29985, 0.68368479, 0.31319763, 0.00311758, 1.825641, 0.006041, 0.003020, 0.016192, 0.008096
7307, 1.49985, 0.71838120, 0.26319763, 0.01842116, 2.525641, 0.006041, 0.003020, 0.007159, 0.003580
7308, 1.29985, 0.72216392, 0.27569763, 0.00213844, 1.300641, 0.006041, 0.003020, 0.001942, 0.000971
7309, 2.09985, 0.76162000, 0.22569763, 0.01268237, 2.000641, 0.006041, 0.003020, 0.015789, 0.007895
7310, 1.69985, 0.69442609, 0.30069763, 0.00487627, 2.350641, 0.006041, 0.003020, 0.011966, 0.005983
7311, 0.89985, 0.72083811, 0.25069763, 0.02846426, 1.650641, 0.006041, 0.003020, 0.000000, 0.000000
7312, 0.84985, 0.72798283, 0.26632263, 0.00569453, 1.519391, 0.006041, 0.003020, 0.000000, 0.000000
7313, 1.64985, 0.65487072, 0.31632263, 0.02880665, 2.219391, 0.006041, 0.003020, 0.010943, 0.005472
7314, 2.04985, 0.75618298, 0.24132263, 0.00249439, 2.569391, 0.006041, 0.003020, 0.015603, 0.007802
7315, 1.24985, 0.69577102, 0.29132263, 0.01290635, 1.869391, 0.006041, 0.003020, 0.000891, 0.000446
7316, 1.44985, 0.74240618, 0.25382263, 0.00377119, 2.044391, 0.006041, 0.003020, 0.005778, 0.002889
7317, 2.24985, 0.67684321, 0.30382263, 0.01933416, 1.344391, 0.006041, 0.003020, 0.016128, 0.008064
7318, 1.84985, 0.76199846, 0.22882263, 0.00917891, 1.694391, 0.006041, 0.003020, 0.014183, 0.007091
7319, 1.04985, 0.67542493, 0.27882263, 0.04575244, 2.394391, 0.006041, 0.003020, 0.000000, 0.000000
7320, 0.94985, 0.70056513, 0.29757263, 0.00186224, 1.956891, 0.006041, 0.003020, 0.000000, 0.000000
7321, 1.74985, 0.74134563, 0.24757263, 0.01108174, 2.656891, 0.006041, 0.003020, 0.012844, 0.006422
7322, 2.14985, 0.72287070, 0.27257263, 0.00455667, 2.306891, 0.006041, 0.003020, 0.015933, 0.007966
7323, 1.34985, 0.75081284, 0.22257263, 0.02661453, 1.606891, 0.006041, 0.003020, 0.003125, 0.001563
7324, 1.14985, 0.68329460, 0.31007263, 0.00663277, 2.481891, 0.006041, 0.003020, 0.000000, 0.000000
7325, 1.94985, 0.70162780, 0.26007263, 0.03829957, 1.781891, 0.006041, 0.003020, 0.015058, 0.007529
7326, 1.54985, 0.71201280, 0.28507263, 0.00291457, 1.431891, 0.006041, 0.003020, 0.008510, 0.004255
7327, 0.74985, 0.74771567, 0.23507263, 0.01721169, 2.131891, 0.006041, 0.003020, 0.000000, 0.000000
7328, 0.73735, 0.75146319, 0.24679138, 0.00174542, 1.464703, 0.006041, 0.003020, 0.000000, 0.000000
7329, 1.53735, 0.69414207, 0.29679138, 0.00906654, 2.164703, 0.006041, 0.003020, 0.008178, 0.004089
7330, 1.93735, 0.77394573, 0.22179138, 0.00426289, 2.514703, 0.006041, 0.003020, 0.014969, 0.007485
7331, 1.13735, 0.70633092, 0.27179138, 0.02187770, 1.814703, 0.006041, 0.003020, 0.000000, 0.000000
7332, 1.33735, 0.73447884, 0.25929138, 0.00622978, 2.339703, 0.006041, 0.003020, 0.002818, 0.001409
7333, 2.13735, 0.65926356, 0.30929138, 0.03144506, 1.639703, 0.006041, 0.003020, 0.015900, 0.007950
7334, 1.73735, 0.76297960, 0.23429138, 0.00272902, 1.989703, 0.006041, 0.003020, 0.012638, 0.006319
7335, 0.93735, 0.70159686, 0.28429138, 0.01411175, 2.689703, 0.006041, 0.003020, 0.000000, 0.000000
7336, 1.03735, 0.67981205, 0.31554138, 0.00464657, 1.727203, 0.006041, 0.003020, 0.000000, 0.000000
7337, 1.83735, 0.70727353, 0.26554138, 0.02718509, 2.427203, 0.006041, 0.003020, 0.014043, 0.007022
7338, 2.23735, 0.70741960, 0.29054138, 0.00203902, 2.077203, 0.006041, 0.003020, 0.016109, 0.008054
7339, 1.43735, 0.74734526, 0.24054138, 0.01211336, 1.377203, 0.006041, 0.003020, 0.005434, 0.002717
